,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1567,Lover,"Lover is a 2024 Indian Tamil-language romantic drama film directed by Prabhuram Vyas in his directorial debut. Produced by Million Dollar Studios and MRP Entertainment, the film stars Manikandan, Sri Gouri Priya and Kanna Ravi with Saravanan, Geetha Kailasam, Harish Kumar, Nikhila Sankar, Rini, Pintu Pandu, Arunachaleswaran, Harini in pivotal roles. The story follows an alcoholic and unemployed designer, who tries to start a café business and is aggressively in love with Divya.",Prabhuram Vyas,"Prabhuram Vyas, Madhan","Yuvaraj Ganesan, Magesh Raj Pasilian, Nazerath Pasilian","K. Manikandan, Sri Gouri Priya, Kanna Ravi, Harish Kumar",Shreyaas Krishna,Barath Vikraman,9 February 2024,India,Tamil
1568,Loving Bali,"Loving Bali (Dutch: Verliefd op Bali), also known as Hearts of Bali, is a 2024 Dutch romantic comedy film directed by Johan Nijenhuis. The film won the Golden Film award after having sold 100,000 tickets.[1]",Johan Nijenhuis,,,,,,28 January 2024,Netherlands,Dutch
1569,Lubber Pandhu,"Lubber Pandhu (/ˈlʌbbərˌpʌnðʊ/ transl. Rubber Ball) is a 2024 Indian Tamil-language sports drama film directed by Tamizharasan Pachamuthu, in his directorial debut and produced by Prince Pictures.  The film stars Harish Kalyan and Dinesh  in the lead roles, alongside Sanjana Krishnamoorthy, Swasika, Bala Saravanan, Kaali Venkat, Geetha Kailasam, Devadarshini, TSK, and Jenson Diwakar.",Tamizharasan Pachamuthu,Tamizharasan Pachamuthu,"S. Lakshman Kumar, A. Venkatesh","Harish Kalyan, Dinesh, Swasika, Sanjana Krishnamoorthy",Dinesh Purushothaman,Madan Ganesh,20 September 2024,India,Tamil
1570,The Luckiest Man in America,"The Luckiest Man in America is a 2024 American drama film directed and co-written by Samir Oliveros. It stars Paul Walter Hauser, Walton Goggins, Shamier Anderson, Brian Geraghty, Patti Harrison, Haley Bennett, Damian Young, Lilli Kay, James Wolk, Shaunette Renée Wilson, David Rysdahl, Ricky Russert, David Strathairn, Johnny Knoxville, and Maisie Williams. It presents a semi-fictionalized[a] account of Michael Larson's 1984 appearance on Press Your Luck, during which he used his memorization of the gameboard's patterns to win record sums of money and prizes.",Samir Oliveros,"Maggie Briggs, Samir Oliveros",Amanda Freedman,"Paul Walter Hauser, Walton Goggins, Shamier Anderson, Brian Geraghty, Patti Harrison, Haley Bennett, Damian Young, Lilli Kay, James Wolk, Shaunette Renée Wilson, David Rysdahl, Ricky Russert, David Strathairn, Johnny Knoxville, Maisie Williams",Pablo Lozano,Sebastián Hernández,"September 5, 2024(TIFF)",United States,English
1571,Lucky Baskhar,"Lucky Baskhar (stylised as LUCKY BASKHA₹) is a 2024 Indian Telugu-language black comedy heist drama film written and directed by Venky Atluri. Produced by Sithara Entertainments, Fortune Four Cinema and Srikara Studios, the film stars Dulquer Salmaan in the titular role, alongside Meenakshi Chaudhary, Tinnu Anand, P. Sai Kumar, Ramki, Raghu Babu, Sarvadaman D. Banerjee, Sachin Khedekar and Y. Kasi Viswanath. The story follows a lower-middle-class man who begins engaging in financial scams after struggling to support his family while battling debt and humiliation.",Venky Atluri,Venky Atluri,"Suryadevara Naga Vamsi, Sai Soujanya","Dulquer Salmaan, Meenakshi Chaudhary",Nimish Ravi,Naveen Nooli,31 October 2024,India,Telugu
1572,Lucky Star,"The cast also includes Olivia Cheng, Conni Miu, Austyn Van de Kamp, John Dylan Louie, Andrew Phung, CJ Collard, Summer Ly, Isra Abdelrahim, Mary Armstrong, Carlo Cuizon, Dustin Nelson and Sharon Umeh.",Gillian McKercher,Gillian McKercher,"Guillaume Carlier, Matt Drake, Amanda Verhagen, Nicola Waugh","Terry Chen, Olivia Cheng",Charles Hamilton,Xi Feng,"September 28, 2024(CIFF)",Canada,English
1573,Lucky Winners,This article related to a French film of the 2020s is a stub. You can help Wikipedia by adding missing information.,"Maxime Govare, Romain Choay","Maxime Govare, Romain Choay",Renaud Chélélékian,"Fabrice Éboué, Audrey Lamy, Anouk Grinberg, Pauline Clément, Louise Coldefy",Patrick Ghiringhelli,Samuel Danési,13 March 2024,France,French
1574,Lucy and the Lake Monster,"In 2022, media reported that the feature film, Lucy and the Lake Monster, was in the works about a young orphan girl and her grandfather looking for the lake monster Champ, the film being based on a children's novel with the same title, loosely inspired by co-writer Kelly Tabor's childhood memories exploring Lake Champlain. WCAX-TV, Sun Community News,[3] the Press-Republican, and other media reported the book and film are the first in a series.[4][5][6][7][8][9]",Richard Rossi,"Richard Rossi, Kelly Tabor",,"Emma Pearson, Richard Rossi, Kelly Tabor",Daniel Burke,"Colin Tracy, Richard Rossi",September 2024,USA,English
1575,Lucy Grizzli Sophie,"The cast also includes Marjorie Armstrong, Patrick Caux, Josée Laviolette and Mathias Retamal.",Anne Émond,Catherine-Anne Toupin,"Louis-Philippe Drolet, Félize Frappier, Louis Morissette","Catherine Anne Toupin, Guillaume Cyr, Lise Roy",Olivier Gossot,"Richard Comeau, François Jaros","February 21, 2024(RVQC)",Canada,French
1576,Lukas,"Lukas is a 2024 Namibian film directed by Philippe Talavera.[1][2][3][4] The film is based on real-life stories of street children in Windhoek, Namibia, aimed at creating awareness about children who live on the streets. The film stars Alejandro Cooper, who plays young Lukas, Hernandes Goanakgosi, and Treazurique Titus.[5][6][7]",Philippe Talavera,Mikiros Garoes,Ombetja Yehinga Organisation,"Alejandro Cooper, Hernandes Goanakgosi, Treazurique Titus",,,1 February 2024,Namibia,Afrikaans
1577,Lula,Lula is a 2024 documentary film about Luiz Inácio Lula da Silva directed by Oliver Stone and Robert S. Wilson.[2][3],"Oliver Stone, Robert S. Wilson","Kurt Mattila, Alexis Chavez","Max Arvelaiz, Fernando Sulichin",,"Lucas Fuica, João Atala",,19 May 2024(Cannes)1,"Brazil, United States",
1578,Lumina,"Lumina is a 2024 American science fiction horror film written and directed by Gino McKoy.[1][2][3] It stars Rupert Lazarus, Sidney Nicole Rogers, Andrea Tivadar, Ken Lawson, Eleanor Williams, Eric Roberts, and Emily Hall. The film was produced by Gino McKoy, Lynda McKoy, David Seychell, and Hudson McKoy.[4] The film's editor was Thom Noble.[4]",Gino McKoy,,"Gino McKoy, Lynda McKoy, David Seychell, Hudson McKoy","Rupert Lazarus, Sidney Nicole Rogers, Andrea Tivadar, Ken Lawson, Eleanor Williams, Eric Roberts, Emily Hall","Raquel Gallego, Larry Smith",Thom Noble,"July 12, 2024",United States,"English, French, Arabic"
1579,Luna Park,"Luna Park is a 2024 drama film co-written and directed by Florenc Papas.[1] The film set in 1997 Albanian civil unrest, focuses on a mother and son's hardship. It had its premiere at the Thessaloniki International Film Festival on 4 November 2024.[2] It was nominated for the Greek Minority Co-Production Film Award at the Hellenic Film Academy Awards.",Florenc Papas,,"Dritan Huqi,, Ioanna Bolomyti, Riccardo Neri, Vincenzo Filippo","Adriana Matoshi, Orion Jolldashi, Nik Xhelilaj, Flonja Kodheli",Simos Sarketzis,Federica Forcesi,4 November 2024(TIFF),"Albania, Italy, Greece, Croatia, Kosovo",Albanian
1580,Luther: Never Too Much,"Luther: Never Too Much is a 2024 American documentary film written and directed by Dawn Porter, who also serves as an executive producer. It chronicles the life and career of R&B icon Luther Vandross, who died in 2005. The film premiered at the 2024 Sundance Film Festival on January 21, 2024 and received positive critical reception, winning two NAACP Image Awards and the Black Reel Award for Outstanding Documentary.",Dawn Porter,Dawn Porter,"Colin Firth, Trish D Chetty, Ged Doherty, Jamie Foxx, Datari Turner, Leah Smith, Phil Thornton","Jamie Foxx, Mariah Carey, Luther Vandross",Bryan Gentry,Mark Fason,"January 21, 2024(Sundance Film Festival)",United States,English
1581,Luv Ki Arrange Marriage,"Luv Ki Arrange Marriage (transl. Luv's Arranged Marriage) is a 2024 Indian Hindi-language romantic comedy-drama film directed by Ishrat R. Khan. The film is written by Raaj Shaandilyaa, and produced by Vinod Bhanushali, Kamlesh Bhanushali, Raaj Shaandilyaa and Vimal Lahoti, under the banner of Bhanushali Studios and Thinkink Picturez. It stars Sunny Singh and Avneet Kaur in lead roles, alongside Annu Kapoor, Supriya Pathak and Rajpal Yadav in key roles.[1][2]",Ishrat R. Khan,Raaj Shaandilyaa,"Vinod Bhanushali, Kamlesh Bhanushali, Raaj Shaandilyaa, Vimal Lahoti","Sunny Singh, Avneet Kaur, Annu Kapoor, Supriya Pathak",Arun Prasad,,14 June 2024,India,Hindi
1582,Luv You Shankar,Luv You Shankar[2] is a 2024 Indian Hindi-language mythological animated drama film[3] directed by Rajiv S. Ruia and produced by Tejas Desai and Sunita Desai under the banner of S D World Film Production Pvt Ltd. The film stars Shreyas Talpade[4] and Tanishaa will be seen in the film as lead roles. The film was theatrically released on 19 April 2024.[3][5],Rajiv S. Ruia,,"Tejas Desai, Sunita Desai","Shreyas Talpade, Tanishaa, Sanjay Mishra, Abhimanyu Singh, Kurush Deboo, Hemant Pandey",Atul Parashar,"Parth Y. Bhatt, Abhiishek Mehta",19 April 2024,India,Hindi
1583,MA - Cry of Silence,"MA - Cry of Silence was premiered at various film festivals, which include 29th Busan International Film Festival 2024, Hong Kong Asian Film Festival 2024, Taipei Golden Horse Film Festival 2024 (Windows on Asia), World Film Festival of Bangkok 2024, Dharamshala International Film Festival 2024, 19th Jogja-NETPAC Asian Film Festival 2024, Festival International du Film de Marrakech 2024, 2nd Eikhoigi Imphal International Film Festival 2025 and Göteborg Film Festival 2025.[6][7][8]",The Maw Naing,Young Jeong Oh,"Young Jeong Oh, The Maw Naing",Su Lay,Tin Win Naing,"Nicolas Bancilhon, VFX:, Arthur Pedel",4 October 2024,"Myanmar, South Korea, Singapore, France, Norway, Qatar",Burmese
1584,Maa Nanna Superhero,"Maa Nanna Superhero (transl. My Dad is a Superhero) is a 2024 Indian Telugu-language family drama film co-written and directed by Abhilash Reddy Kankara.[1] The film was produced by Sunil Balusu under the banner of V Celluloids and VR Global Media in association with CAM Entertainment.[2] The film stars Sudheer Babu, Sayaji Shinde, Sai Chand, and Aarna.",Abhilash Reddy Kankara,"Abhilash Reddy Kankara, MVS Bharadwaj, Shravan Madala",Sunil Balusu,"Sudheer Babu, Sayaji Shinde, Sai Chand, Aarna",Sameer Kalyani,Anil Kumar Palasa,11 October 2024,India,Telugu
1585,"Maayunnu, Maarivarayunnu, Nisvaasangalil...","Maayunnu, Maarivarayunnu, Nisvaasangalil... (Dust Art Redrawn in Respiration) is a 2024 crowd funded Indian Malayalam language experimental mockumentary film directed by Abhilash Babu. The film was premiered at the 29th IFFK.[1][2][3]",Abhilash Babu,,Crowd Funding,"Pradeep Kumar, Surya S, Kenshin, Gauthami Kaur","Jose Mohan, Biju Mohan, Don Palathara, Abhijith Chithrakumar",Hari Geetha Sadasivan,15 December 2024,India,Malayalam
1586,Mabel,"Mabel is a 2024 American drama film directed by Nicholas Ma from a screenplay he co-wrote with Joy Goodwin. It stars newcomer Lexi Perkel as Callie, a young girl whose best friend is a plant named Mabel. Christine Ko also stars as her mother.",Nicholas Ma,"Joy Goodwin, Nicholas Ma","Helen Estabrook, Luca Borghesde, Ben Howe","Lexi Perkel, Christine Ko, Judy Greer",Mark Jeevaratnam,"Alex Kopit, Arturo Sosa","April 28, 2024(San Francisco Film Festival)",United States,English
1587,Madame Web,"Madame Web is a 2024 American superhero film featuring the character from Marvel Comics. It is the fourth film in Sony's Spider-Man Universe (SSU). Dakota Johnson stars as the titular character, alongside Sydney Sweeney, Isabela Merced, Celeste O'Connor, Tahar Rahim, Mike Epps, Emma Roberts, and Adam Scott. The film was directed by S. J. Clarkson from a screenplay she wrote with Claire Parker alongside the writing team of Matt Sazama and Burk Sharpless. The film depicts the origin story of Cassie Webb (Johnson), who confronts her past while trying to save three young women (Sweeney, Merced, O'Connor) from Ezekiel Sims (Rahim), who wants to kill them before they become Spider-Women in the future and kill him. Lorenzo di Bonaventura produced the film for Columbia Pictures.",S. J. Clarkson,,Lorenzo di Bonaventura,"Dakota Johnson, Sydney Sweeney, Isabela Merced, Celeste O'Connor, Tahar Rahim, Mike Epps, Emma Roberts, Adam Scott",Mauro Fiore,Leigh Folsom Boyd,"February 12, 2024(Regency Village Theatre)",United States,English
1588,Made in England: The Films of Powell and Pressburger,"The film premiered at the Berlin International Film Festival on 21 February 2024, and was released in the United Kingdom on 10 May 2024, to critical acclaim from critics.","David Hinton, [, 1, ]",,"Nick Varley, [, 1, ], Matthew Wells, [, 1, ]",,"Ronan Killeen, [, 1, ]","Margarida Cartaxo, [, 1, ]",21 February 2024(Berlin International Film Festival),"United Kingdom, [, 1, ]","English, [, 1, ]"
1589,Madgaon Express,"Madgaon Express is a 2024 Hindi-language crime comedy film written and directed by Kunal Khemu, in his directorial debut, and produced by Excel Entertainment.[4][5] It stars an ensemble cast of Divyenndu, Pratik Gandhi, Avinash Tiwary, Nora Fatehi, Upendra Limaye and Chhaya Kadam.[6]",Kunal Khemu,Kunal Khemu,"Farhan Akhtar, Ritesh Sidhwani","Divyenndu, Pratik Gandhi, Avinash Tiwary, Nora Fatehi, Upendra Limaye, Chhaya Kadam",Adil Afsar,"Anand Subaya, Sanjay Ingle",22 March 2024,India,Hindi
1590,Mads,"Mads (stylized as MadS) is a 2024 French horror thriller film written and directed by David Moreau [fr]. The story follows Julia (portrayed by Lucille Guillaume), Anaïs (Laurie Pavy), and Romain (Milton Riche), who all snort an unknown powdered substance that causes them to grow increasingly erratic. Yovel Lewkowski, Sasha Rudakowa, and Vincent Pasdermadjian appear in supporting roles.","David Moreau, [, fr, ]",David Moreau,"Marlene Wale, Yohan Baiada","Lucille Guillaume, Laurie Pavy, Milton Riche, Yovel Lewkowski, Sasha Rudakova, Vincent Pasdermadjian",Philip Lozano,,21 September 2024(Fantastic Fest),France,French
1591,Madu,"Madu is a 2024 Nigerian documentary film which follows the journey of a twelve-year-old Nigerian ballet dancer, Anthony Madu, whose story broke the internet in 2020 with a video of him dancing in the rain.[1] The documentary, directed by Matthew Ogens and Joel Kachi Benson, premiered on Disney+ on Friday 29 March 2024.[2] It proceeded to win an Emmy Award for Outstanding Arts and Culture Documentary at the 2025 News and Documentary Emmy Awards in New York City.[3]",,,,,,,,,
1592,The Quicksand Pony,"Alison Jean Lester AM (born 17 November 1952) is an Australian author and illustrator who has published over 25 children's picture books and two young adult novels — The Quicksand Pony and The Snow Pony. In 2005 Lester won the Children's Book of the Year Award: Picture Book for her children's book, Are We There Yet?: A Journey Around Australia. Her books have been published worldwide.",,,,,,,,,
1593,Magic Candies,"Dong-Dong is a young, friendless boy who enjoys playing with marbles. While trying to purchase more, he instead buys round candies, and samples them when he gets home.",Daisuke Nishio,Baek Hee-na,Takashi Washio,,,,2024,Japan,Japanese
1594,Magnetosphere,"Magnetosphere is a 2024 Canadian coming-of-age comedy film written and directed by Nicola Rose, starring Shayelin Martin, Steven He, Colin Mochrie and Patrick McKenna. It explores the themes of neurodiversity, first love, and growing up through the character of Maggie, a young neurodivergent teenager realizing she has synesthesia. After moving across the country with her family, she experiences her first love, meets her first best friend, and comes to terms with her neurodivergence.",Nicola Rose,Nicola Rose,"Tierney Boorboor, Rebeka Herron, Drew Martin","Shayelin Martin, Steven He, Colin Mochrie, Patrick McKenna, Tara Strong, Debra McGrath, Mikayla Kong, Tania Webb, Zooey Schneider, Jordyn Gillis",Mathieu Taillefer,Nicola Rose,October 2024(Hamilton Film Festival)1,Canada,English
1595,Magpie,"Magpie is a 2024 neo-noir thriller film directed by Sam Yates, starring Daisy Ridley and Shazad Latif. It premiered at the 2024 South by Southwest festival on 9 March 2024. The film was written by Tom Bateman based on an idea by Ridley.",Sam Yates,"Tom Bateman, [, nb 1, ]","Kate Solomon, Daisy Ridley, Tom Bateman, Camilla Bray, Nadia Khamlichi, Sierra Garcia","Daisy Ridley, Shazad Latif, Matilda Lutz",Laura Bellingham,Christopher Watson,9 March 2024(SXSW),"United Kingdom, United States",English
