,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1309,Mang Kepweng: Ang Lihim ng Bandanang Itim,"Mang Kepweng: Ang Lihim ng Bandanang Itim (transl. Mang Kepweng: The Secret of the Black Bandana) is a 2020 Philippine fantasy horror-comedy film directed by Topel Lee starring Vhong Navarro. It is a sequel of the 2017 film, Mang Kepweng Returns and is an official entry to the 2020 Metro Manila Film Festival.[1][2]
Unlike the first film, this film is distributed by Star Cinema. Additionally, the current distributor of this film was acquired by GMA Films Distribution.",Topel Lee,,"Carlo Katigbak, Olivia Lamasan, Enrico A. Roque",Vhong Navarro,Ab Garcia,Chrisel Desuasido,"December 25, 2020",Philippines,Filipino
1310,Mangrove,"Mangrove is a 2020 historical legal drama film directed by British director Steve McQueen and co-written by McQueen and Alastair Siddons, about the Mangrove restaurant in west London and the 1971 trial of the Mangrove Nine.[1] It stars Letitia Wright, Shaun Parkes, Malachi Kirby, Rochenda Sandall, Alex Jennings and Jack Lowden.",Steve McQueen,,"Anita Overland, Michael Elliott","Letitia Wright, Shaun Parkes, Malachi Kirby, Rochenda Sandall, Alex Jennings, Jack Lowden",Shabier Kirchner,"Chris Dickens, Steve McQueen",24 September 2020(NYFF),"United Kingdom, United States",English
1311,Maniyarayile Ashokan,Maniyarayile Ashokan is a 2020 Indian Malayalam-language romantic comedy film directed by Shamzu Zayba. The film stars Jacob Gregory and Anupama Parameswaran.[1] The cast also includes Krishna Sankar and Shine Tom Chacko.[2] The film was produced by Gregory and Dulquer Salmaan in his newly established production company Wayfarer Films. He made a cameo appearance along with Nazriya Nazim and Anu Sithara as other characters.,Shamzu Zayba,,"Dulquer Salmaan, Jacob Gregory","Jacob Gregory, Anupama Parameswaran",Sajad Kakku,Appu N. Bhattathiri,31 August 2020,India,Malayalam
1312,Mank,"Mank is a 2020 American biographical drama film about screenwriter Herman J. Mankiewicz and his development of the screenplay for Orson Welles's 1941 film Citizen Kane. It was directed by David Fincher based on a screenplay written by his late father Jack Fincher and was produced by Ceán Chaffin, Douglas Urbanski, and Eric Roth. It stars Gary Oldman in the title role, alongside Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Sam Troughton, Ferdinand Kingsley, Tuppence Middleton, Tom Burke, Joseph Cross, Jamie McShane, Toby Leonard Moore, Monika Gossman, and Charles Dance.",David Fincher,,"Ceán Chaffin, Eric Roth, Douglas Urbanski","Gary Oldman, Amanda Seyfried, Lily Collins, Arliss Howard, Tom Pelphrey, Charles Dance, Tom Burke",Erik Messerschmidt,Kirk Baxter,"November 13, 2020(United States)",United States,English
1313,Marie,"Marie is a 2020 short documentary film directed by Sam Abbas about labor during homebirths. The film was originally scheduled for an April 2020 theatrical window for Academy consideration; however, it premiered exclusively on IGTV August 10, 2020 due to the COVID cancellation of all theaters in New York City.[1] Based on the 93rd Academy Awards' new rules to offset the COVID interruptions, Marie was eligible and running for a nomination.[2]",Sam Abbas,Sam Abbas,"Sam Abbas, Tatiana Bears, Nicole Townsend",,Soledad Rodriguez,Sam Abbas,"August 10, 2020(IGTV)",United States,English
1314,Marijuana,"Marijuana is a 2020 Indian Tamil-language crime thriller film directed by MD Anand.[1] The film stars Rishi Rithvik and Asha Parthalom, with Srinivasan, Rajesh, and Madurai Joseph in supporting roles. The music was composed by Karthick Guru, while cinematography was handled by Bala Rosaiya and editing by MD Vijay. The film was released on 3 March 2020.",MD Anand,MD Anand,MD Vijay,"Rishi Rithvik, Asha Parthalom",Bala Rosaiya,MD Vijay,13 March 2020,India,Tamil
1315,The Marina,"The cast also includes Amadou Madani Tall, Anthony Therrien and Marguerite Bouchard.","Christophe Levac, Étienne Galloy","Christophe Levac, Étienne Galloy","Nicolas Fontaine, Étienne Galloy","Rémi Goulet, Rose-Marie Perreault",Fred Gervais-Dupuis,,"August 27, 2020",Canada,French
1316,Mariposa,"It was released on March 12, 2020, to positive reviews from critics and debuted with 140.000 audiences on its first day.[1] Theaters are closed on March 23 theaters, following the COVID-19 outbreak in Indonesia, forcing Mariposa to stop its screening.[2] On December 31, Mariposa was re-released and gained a total of 700.000 audiences.[3]",Fajar Bustomi,,"Frederica, Chand Parwez Servia","Angga Yunanda, Adhisty Zara, Dannia Salsabilla, Abun Sungkar, Junior Roberts, Syakir Daulay, Irgi Fahrezi, Ariyo Wahab, Ersa Mayori, Ibrahim Imran, Iszur Muchtar",Dimas Imam Subhono,Ryan Purwoko,12 March 2020,Indonesia,Bahasa Indonesia
1317,Mariyam Vannu Vilakkoothi,"Mariyam Vannu Vilakkoothi (transl. Mariyam came and blew the lamp) is an Indian Malayalam-language stoner film   written and directed by debutant Jenith Kachappilly and produced by Rajesh Augustine under the banner of ARK Media. The film starring Siju Wilson, Krishna Shankar, Shabareesh Varma and Althaf Salim, follows Unni and his friends who are staying as paying guests at Mariyamma's home.[1][2] Debutants Wazim-Murali composed the music.[3] Sidhartha Siva and Basil Joseph play other important roles.[4]",Jenith Kachappilly,Jenith Kachappilly,Rajesh Augustine,"Siju Wilson, Krishna Shankar, Shabareesh Varma, Althaf Salim",Sinoj P. Ayyappan,Appu N. Bhattathiri,31 January 2020,India,Malayalam
1318,Mark of the Devil,,Diego Cohen,Rubén Escalante Méndez,Alvaro Gonzalez Kuhn,"Eduardo Noriega, Eivaut Rischen, Lumi Cavazos, Nicolasa Ortíz Monasterio, Omar Fierro, Arantza Ruiz",Aram Díaz,,3 January 2020(Mexico),Mexico,Spanish
1319,Marlene,"The film stars Kristin Booth as Marlene Truscott, and Greg Bryk as Steven Truscott.[3] Julia Sarah Stone and Dempsey Bryk also appear as the younger Marlene and Steven in flashback scenes.[3]",Wendy Hill-Tout,"Wendy Hill-Tout, Cathy Ostlere",Wendy Hill-Tout,"Kristin Booth, Greg Bryk",Charles Hamilton,Bridget Durnford,"September 24, 2020(TIFF)",Canada,English
1320,The Marriage Escape,"The Marriage Escape (Dutch: De Beentjes van Sint-Hildegard is a 2020 Dutch comedy-drama film directed by Johan Nijenhuis. The film is an adaptation of the 2016 Czech film Tiger Theory, and it is the first cinema film predominantly spoken in the Tweants variety of Low Saxon, although the title is in Dutch.[3][4]",Johan Nijenhuis,Herman Finkers,"Johan Nijenhuis, Ingmar Menning","Herman Finkers, Johanna ter Steege, Leonie ter Braak",Maarten van Keller,Bas Icke,13 February 2020,Netherlands,"Tweants, Dutch, English, German"
1321,Marry Me However,"Among other things, the film depicts:[1]",Mordechai Vardi,,,,,,September 2020,Israel,Hebrew
1322,Masameer: The Movie,"When a deliveryman arrives to a house, Saltooh meets a man who says that their house will be demolished for lowering estate prices, causing pollution and being a general nuisance. They plan to build a restroom building in its place. In the house, Trad is seen putting Saad under a test which Saad lasted for 3 hours and 20 minutes until quitting. When Saltooh told the two their house is going to be demolished, their house was demolished.",Malik Nejer,,Abdulaziz Almuzaini,"Malik Nejer, Shahad Alahmari, Ibraheem Alkhairallah, Abdulaziz Alshehri, Mazroa Almazroa",,Malik Nejer,9 January 2020(Arab territories),Saudi Arabia,Arabic
1323,Masha,"The film follows a young girl named Masha, who grows up surrounded by her hooligan friends in a small town in the 1990s. Despite their reputation for robbing and killing, Masha views them as the best people in the world—they love and protect her, and she sings jazz to them, dreaming of becoming a singer. However, Masha’s world is shattered when she learns the harsh truth about who they really are and the impact they’ve had on her life and family. As an adult, she moves to Moscow, attempting to escape her past, but eventually, her history catches up with her, and she is forced to return to the place where her childhood unfolded.[6]",Anastasiya Palchikova,Anastasiya Palchikova,"Ruben Dishdishyan, Valeriy Fedorovich, Evgeniy Nikishov","Anna Chipovskaya, Maksim Sukhanov, Sergey Dvoynikov, Polina Gukhman, Iris Lebedeva, Aleksandr Mizev",Gleb Filatov,,September 2020(Kinotavr)1,Russia,Russian
1324,Maska,"Maska is a 2020 Indian Hindi-language drama film written and directed by Neeraj Udhwani.[3] It stars Manisha Koirala, Javed Jaffrey, Nikita Dutta, Prit Kamani and debutant Shirley Setia.[4] The film follows a guy who sets out to fulfil his dream of becoming an actor until he meets a girl who helps him discover the reality.[5] Maska was released on Netflix on 27 March 2020.[6]",Neeraj Udhwani,"Ishita Moitra, Neeraj Udhwani","Seher Latif, Shivani Saran","Manisha Koirala, Javed Jaffrey, Nikita Dutta, Shirley Setia, Prit Kamani",Eeshit Narain,Farooq Hundekar,27 March 2020,India,Hindi
1325,Materna,"Materna is a 2020 American drama film co-written and directed by David Gutnik in his feature directorial debut. Starring Jade Eshete, Rory Culkin, Kate Lyn Sheil, Sturgill Simpson and Lindsay Burdge, the film won the awards for Best Actress and Best Cinematography at the 2020 Tribeca Festival, where Gutnik was also nominated for Best New Director.",David Gutnik,"David Gutnik, Jade Eshete, Assol Abdullina","Emily McEvoy, Liz Cardenas","Jade Eshete, Assol Abdullina, Kate Lyn Sheil, Lindsay Burdge, Rory Culkin, Sturgill Simpson","Greta Zozula, Chananun Chotrungroj, Kelly Jeffrey","Elizabeth Rao, Brúsi Ólason",15 April 2020(Tribeca Festival),"United States, Kyrgyzstan","English, Russian"
1326,Mati a Zazzau,"Mati a Zazzau (""Hausa"" meaning ""Death"" in Zazzau) is a 2020 thriller drama from the Kannywood film industry written by Yakubo M. Kumo and directed by Yaseen Auwal. The film tells the story of greed, deceit and blackmail in the quest for wealth. The movie debut as the first Kannywood film on streaming platform Netflix.[1]",Yaseen Auwal,Yakubo M. Kumo,,,,,2020,Nigeria,Hausa
1327,Max Reload and the Nether Blasters,"Phil Hoad of The Guardian rated the film 3 stars out of 5 and called it a ""slight but eager tribute to the home-computing heyday.""[1]","Scott Conditt, Jeremy Tremp","Scott Conditt, Jeremy Tremp","Scott Conditt, Rob Edwards, Greg Grunberg, Jeremy Tremp","Tom Plumley, Hassie Harrison, Joey Morgan, Lukas Gage, Greg Grunberg, Lin Shaye, Joseph D. Reitman",Jeremy Tremp,"Scott Conditt, Jeremy Tremp",7 August 2020,United States,English
1328,May the Devil Take You Too,"May the Devil Take You Too (Indonesian: Sebelum Iblis Menjemput Ayat 2, lit. 'Before the Devil Picked up: Verse Two'), also referred to as May the Devil Take You: Chapter Two, is a 2020 horror-fantasy film directed and written by Timo Tjahjanto. The sequel to the 2018 film May the Devil Take You and Tjahjanto has announced plans for a third installment in the series.[2]",Timo Tjahjanto,Timo Tjahjanto,"Wicky V. Olindo, Daiwanne Ralie, Chali Sakyan, Sunil Samtani, Patrick Tashadian, Timo Tjahjanto","Chelsea Islan, Widika Sidmore, Hadijah Shahab, Baskara Mahendra, Shareefa Daanish",Gunnar Nimpuno,Teguh Raharjo,27 February 2020,Indonesia,Indonesian
1329,Maya Kannadi,"Maya Kannadi (transl. Mirror of Illusion) is a 2020 Indian Kannada language thriller film directed by Vinod Poojary, produced by Siforia Pictures and King of Hearts Entertainments, and starring Prabhu Mundkur, KS Sridhar, Kaajal Kunder, Anvita Sagar, and Anoop Sagar.[1] The film is based on the viral ""Blue Whale Challenge"".[2][3] The film was released on 28 February 2020.[4]",Vinod Poojary,,"Siforia Pictures, King Of Hearts","Prabhu Mundkur, KS Sridhar, Kaajal Kunder",Mani Kookal Nair,Sujith Nayak,28 February 2020,India,Kannada
1330,Mayabazar 2016,"Mayabazar 2016 (transl. Market of illusions) is a 2020 Indian Kannada-language crime comedy film written and directed by debutant Radhakrishna Reddy, and produced by Ashwini Puneeth Rajkumar of PRK Productions,[2] M Govinda. The film stars Raj B. Shetty, Vasishta Simha, Achyuth Kumar, Prakash Raj and Chaithra Rao. The movie is about events surrounding the 2016 Indian banknote demonetization and revolves around an honest police officer, a small-time conman, a jobless youth and a corrupt cop who end up crossing each other's paths when they are in quest of money.[3]",Radhakrishna Reddy,Radhakrishna Reddy,"Ashwini Puneeth Rajkumar, M. Govinda","Raj B. Shetty, Vasishta Simha, Achyuth Kumar, Prakash Raj, Sudha Rani, Chaithra Rao, Sadhu Kokila",Abhishek G. Kasargod,Jagadeesh N.,28 February 2020,India,Kannada
1331,Mayor,"Mayor (Arabic: العمدة, romanized: al-ʿUmda) is a 2020 documentary film produced and directed by David Osit.[2] The film follows Musa Hadid, the mayor of Ramallah,  the de facto capital of Palestine, for two years.",David Osit,,David Osit,Musa Hadid,David Osit,"David Osit &, Eric Daniel Metzgar","March 5, 2020(True/False Film Festival)1","United States, United Kingdom","Palestinian Arabic, English"
1332,Me and Me,"In a quiet rural village of a small town, a mysterious fire accident leads to the death of an outsider couple. Detective Hyung-goo, assigned to investigate the case, begins to notice the villagers' suspicious behavior. As he follows the clues, he suddenly finds himself in a shocking situation where his entire life is turned upside down overnight. The house which burned down in his memory, is standing unblemished. The village residents call him teacher instead of detective. His home, his family, his job, everything he once knew, has vanished.[1]",Jung Jin-young,,Jang Won-suk,"Cho Jin-woong, Bae Soo-bin, Jung Hae-kyun, Cha Soo-yeon",Kim Hyun-suk,Kim Woo-il,"June 18, 2020",South Korea,Korean
1333,Me and the Cult Leader,"Me and the Cult Leader (Aganai) is a 2020 Japanese documentary film. The film follows the director, Atsushi Sakahara, a victim of the 1995 Tokyo Subway Sarin Gas Attack, and Araki Hiroshi, a current executive member of the doomsday cult Aleph (previously Aum Shinrikyo) behind the attack, as they travel to their hometowns in the Kyoto prefecture. It premiered at the Sheffield Doc Fest as part of its Ghosts and Apparitions strand.[2]",Atsushi Sakahara,,"Atsushi Sakahara, Etsuko Matsuo, Pearl Chan (co-producer)","Hiroshi Araki, Takako Sakahara, Takeshi Sakahara, Atsushi Sakahara","Tatsuya Yamada, Masato Takashima",Junko Watanabe,"June 10, 2020(Sheffield)1",Japan,Japanese
1334,Meander,Meander (French: Méandre) is a 2020 French science fiction film written and directed by Mathieu Turi [fr].,"Mathieu Turi, [, fr, ]",Mathieu Turi,,,Alan Duplantier,,11 October 2020(Sitges Film Festival),France,"French, English"
1335,Meat the Future,"The film premiered as part of the 2020 Hot Docs Canadian International Documentary Festival.[3] Due to the COVID-19 pandemic in Canada, it was not screened theatrically, but premiered as part of the festival's online streaming component and aired on CBC Television on May 7 as part of the network's special Hot Docs at Home series of films from the festival.[4]",Liz Marshall,Liz Marshall,Liz Marshall,,John Price,"Caroline Christie, Roland Schlimme","May 7, 2020(Hot Docs)",Canada,English
1336,Mee Raqsam,"Mee Raqsam is an Indian drama produced and directed by Baba Azmi.[1] Written by Safdar Mir and Husain Mir, the film tells the story of a young Muslim girl who wants to become a dancer.[2] It stars Naseeruddin Shah, Aditi Subedi, Danish Husain, Shraddha Kaul and Rakesh Chaturvedi Om in lead roles.[3] Mee Raqsam was released on ZEE5 on 21 August 2020.[4]",Baba Azmi,"Safdar Mir, Husain Mir",Baba Azmi,"Naseeruddin Shah, Aditi Subedi, Danish Husain, Shraddha Kaul, Rakesh Chaturvedi Om",Mohsin Khan Pathan,Pooraj Kapoor,21 August 2020,India,Hindi
1337,Meel Patthar,"Meel Patthar (transl. Milestone) is a 2020 Indian Hindi-language drama film co-written, edited and directed by Ivan Ayr and produced by Kimsi Singh.[1] Starring Suvinder Vicky and Lakshvir Saran in major roles, the story follows a truck driver who tries to cope with the tragic death of his wife.[2] The film premiered in the Orizzonti (Horizons) section of the 77th Venice International Film Festival on 3 September 2020.[3][4] It was also screened at the 25th Busan International Film Festival and the Pingyao International Film Festival.[5][6] Meel Patthar won the Best Film award while Vicky was given the Best Performer Award in the Asian feature film category at the Singapore International Film Festival.[7] Netflix acquired the distribution rights of the film and it was released worldwide on the platform on 7 May 2021.[8]",Ivan Ayr,"Ivan Ayr, Neel Mani Kant",Kimsi Singh,"Suvinder Vicky, Lakshvir Saran",Angello Faccini,Ivan Ayr,3 September 2020(Venice),India,"Hindi, Punjabi"
