,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
2073,Nathicharami,"Nathicharami is a 2018 Indian Kannada-language film co-written and directed by Mansore (Manjunatha Somakeshava Reddy).[a]  The film stars Sruthi Hariharan[8] and Sanchari Vijay with Sharanya,[9] Poornachandra Mysore, Balaji Manohar and Gopal Deshpande in key roles. The music of the film is scored by Bindhu Malini.[10][11]","Manjunatha Somashekara Reddy (, Mansore, )",,M. Ramesh,"Sruthi Hariharan, Sanchari Vijay",Guruprasad Narnad,Nagendra K. Ujjani,28 December 2018(Karnataka),India,Kannada
2074,Nativity Rocks!,"The only people who reprised their roles in this film were Celia Imrie (who portrayed Mrs Keen, the headteacher of St Bernadette's who took over from Mrs Bevan after Pam Ferris did not reprise her role in Nativity 3: Dude, Where's My Donkey?), Jessica Hynes (who portrayed Angel Matthews in Nativity 2: Danger in the Manger) and Lyla Peters (who portrayed a St Bernadettes Student in Nativity 3: Dude, Where's My Donkey?). Simon Lipkin and John Danziel play new characters, with Simon Lipkin who previously played a grotto elf in Nativity 3: Dude, Where's My Donkey?, playing a new character named Jerry Poppy, who is Desmond Poppy's younger brother. Jerry acts as a fill-in for Desmond as Marc Wootton did not return to reprise the character, and John Danziel who previously played a Judge in Nativity 2: Danger in the Manger plays a TV Reporter. In addition, Simon Lipkin had previously played the role of Desmond Poppy in Nativity! The Musical.",Debbie Isitt,Debbie Isitt,Nick Jones,"Simon Lipkin, Celia Imrie, Craig Revel Horwood, Helen George, Ruth Jones, Daniel Boys",Sean Van Hales,,23 November 2018,United Kingdom,English
2075,Natsamrat,"Natsamrat (transl. The King of Theater or The Emperor of Actors) is a 2018 Indian Gujarati-language drama film starring Siddharth Randeria and Deepika Chikhalia in the leading role. The film is the remake of Marathi film of the same name starring Nana Patekar, which is based on Marathi play by V. V. Shirwadkar. Before making it to the big screen, Randeria has adopted the screen play to a Gujarati-language stage play named Amari Duniya, Tamari Duniya in 2007, with many known faces of Gujarati theatre including Randeria himself, Jimmit Trivedi, and Disha Savla-Upadhyay. The story of the film is about an actor who has reached many heights in his career, but has to retire from acting at the peak.[2][3]",Jayant Gilatar,Pravin Solanki,"Rahul Sughand, Jugal Sughand, Ravindra Tendulkar, Ajay Bagdai","Siddharth Randeria, Deepika Chikhalia, Manoj Joshi, Samvedna Suwalka",Shreedhar Bhatt,"Deepak Wirkund, Vilas Ranade, Tushar Parekh",30 August 2018(India),India,Gujarati
2076,Natsume's Book of Friends the Movie: Ephemeral Bond,"Natsume travels to a town where his exorcist grandmother Natsume Reiko stayed in for a bit, there he meets an acquaintance of hers. Meanwhile Nyanko-sensei follows some spirits into the woods and end up with a weird seed stuck on him that later becomes a spirit tree in Natsume's front yard.","Takahiro Omori, (Chief), Hideki Itō",,"Sayako Muramatsu, Ayako Yokoyama, Shirō Ishihara, Fumi Yazaki","Hiroshi Kamiya, Kazuhiko Inoue, Sanae Kobayashi, Akira Ishida, Kazuma Horie, Rina Satō, Sumi Shimamoto, Kengo Kora","Hitoshi Tamura, Tetsuya Kawada",Kazuhiko Seki,"September 29, 2018",Japan,Japanese
2077,Nawabzaade,"Nawabzaade (transl. Prince's son; Hindi pronunciation: [nəʋaːbzaːd̪eː]) is a 2018 Indian Hindi-language romantic comedy film directed by Jayesh Pradhan and produced by Lizelle D'Souza under R.D. Entertainment and Mayur K. Barot under T-Films. The film stars Raghav Juyal, Punit Pathak and Dharmesh Yelande in the lead roles and debutant Isha Rikhi in a supporting role.[1]  It was theatrically released on 27 July 2018 by AA Films.[1]",Jayesh Pradhan,Pradeep Singh,"Lizelle D'Souza, Mayur K. Barot","Raghav Juyal, Punit Pathak, Dharmesh Yelande, Isha Rikhi",Shehnad Jalaal,Mukesh Thakur,27 July 20181,India,Hindi
2078,Needi Naadi Oke Katha,"Needi Naadi Oke Katha (transl. You and I share the same story) is a 2018 Indian Telugu-language satirical social problem film written and directed by Venu Udugula (in his directorial debut) and produced by Krishna Vijay, Atluri Narayana Rao, and Prashanti, under Aran Media Works. It stars Sree Vishnu and Satna Titus while Posani Krishna Murali and Devi Prasad appear in supporting roles.",Venu Udugula,,"Krishna Vijay, Prashanthi","Sree Vishnu, Satna Titus",Raju Thota,Bonthala Nageswara Reddy,23 March 2018,India,Telugu
2079,Neeli,"Neeli is a 2018 Indian Malayalam-language horror film written and directed by Althaf Rahman. The film stars Anoop Menon, Mamta Mohandas, and Baby Mya. T. A. Sundar Menon produced it under the banner of Sun Ads and Film Productions.[1][2][3][4][5]",Althaf Rahman,,T. A. Sundar Menon,"Anoop Menon, Mamta Mohandas, Baby Mia",Manoj Pillai,V. Sajan,11 August 2018,India,Malayalam
2080,Neerali,"Neerali (Theatrical title: Nieraali; transl. Octopus) is a 2018 Indian Malayalam-language survival thriller film[1] directed and co-edited by Ajoy Varma from a screenplay by Saju Thomas, with Mohanlal in the lead role. The film was produced and distributed by Moonshot Entertainments. It began principal photography on 9 January 2018 in Mumbai and was completed in February. The film was released in India on 13 July 2018.The film is inspired from the 2010 Canadian film Wrecked. This movie was a box-office bomb.",Ajoy Varma,Saju Thomas,"Santhosh T. Kuruvilla, Praveen Kattukaran, Mibu Jose Nettikadan","Mohanlal, Nadhiya, Parvatii Nair, Suraj Venjaramoodu",Santosh Thundiyil,"Ajoy Varma, Sajit Unnikrishnan",13 July 2018(India),India,Malayalam
2081,Neevevaro,"Neevevaro (transl. Who are you?) is a 2018 Telugu language romantic action thriller film directed by Hari Nath and produced by Kona Venkat and M.V.V. Satyanarayana. The film stars Aadhi Pinisetty, Taapsee Pannu and Ritika Singh.[1] This film is a remake of 2017 Tamil film, Adhe Kangal, directed by Rohin Venkatesan.[2]",Hari Nath,Kona Venkat,M. V. V. Satyanarayana,"Aadhi Pinisetty, Taapsee Pannu, Ritika Singh",Sai Sriram,Pradeep E. Ragav,23 August 2018,India,Telugu
2082,Nefta Football Club,In January 2020 it was nominated for the 2020 Academy Award for Best Live Action Short Film[4] and the 2020 César Award for Best Short Film.[5],Yves Piat,Yves Piat,"Damien Megherbi, Justin Pechberty","Eltayef Dhaoui, Mohamed Ali Ayari, Lyès Salem, Hichem Mesbah",Valentin Vignet,Jérôme Bréau,"October 24, 2018(Cinemed)","France, Tunisia, Algeria",Arabic
2083,The Negotiation,"Two Filipino men kidnap a couple and hold them hostage at a house in Yangjae-dong, Seoul. Inspector Ha Chae-youn, a crisis negotiator working for the Seoul Metropolitan Police Agency, who was on a date and was called by her colleague, Superintendent Ahn Hyuk-su, is brought in to handle the situation, despite strong protests from her superior, Captain Jung Jun-gu. While Chae-youn is negotiating with the kidnappers, Captain Jung decides to send a police hit team to kill the men, shooting one kidnapper in the shoulder. He immediately kills the man he was holding and is shot dead afterwards. The remaining kidnapper used the woman as a shield and dragged her to a room.",Lee Jong-seok,,"Yoon Je-kyoon, Lee Sang-jik","Son Ye-jin, Hyun Bin",Lee Tae-yoon,Jung Jin-hee,"September 19, 2018(South Korea)",South Korea,Korean
2084,La Negrada,The film has its premier on 18 August 2018 in The United States. The film received critical acclaim and later won the Best Cinematography Award at the 2018 Guadalajara International Film Festival.[5],Jorge Pérez Solano,Jorge Pérez Solano,César Gutiérrez Miranda,,César Gutiérrez Miranda,,18 August 2018,Mexico,Spanish
2085,Nekrotronic,"Nekrotronic (formerly Nekromancer) is a 2018 Australian comedy science-fiction horror film.[2][3][4] It was co-written and directed by Kiah Roache-Turner, and stars Ben O'Toole and Monica Bellucci. It tells the story of demons that steal people's souls through smartphone apps, and the demon-hunters out to kill them.",Kiah Roache-Turner,"Kiah Roache-Turner, Tristan Roache-Turner","Andrew Mason, Troy Lum, Tristan Roache-Turner","Ben O'Toole, Monica Bellucci, Caroline Ford, Tess Haubrich, Bob Savea, David Wenham",Tim Nagle,Christine Cheung,"September 8, 2018(Toronto International Film Festival)",,
2086,Nela,The story is based on novel Marianela by Benito Pérez Galdós in Indrani Rathnasekara's translation from Spanish.[7][8] Film screened on 54 cinema theatres of CEL Theatre Board. It is the 1296th Sri Lankan film in the Sinhala cinema.[9],"Bennett Rathnayake, [, 2, ]",Bennett Rathnayake,"Benn Films, [, 3, ]","Shalani Tharaka, Udara Rathnayake, Tharuka Wanniarachchi",Ruwan Costa,Ajith Ramanayake,14 February 2018,Sri Lanka,Sinhala
2087,Nela Ticket,"Nela Ticket (transl. Lower Class Ticket) is a 2018 Indian Telugu-language action comedy film, produced by Ram Talluri on his production banner SRT Entertainments and directed by Kalyan Krishna Kurasala. It features Ravi Teja, Malvika Sharma, Jagapathi Babu in  the lead roles and music composed by Shakti Kanth Karthick. The film released worldwide on 25 May 2018.[2]",Kalyan Krishna Kurasala,,Ram Talluri,"Ravi Teja, Malvika Sharma, Jagapathi Babu",Mukesh Gnanesh,Chota K. Prasad,25 May 2018,India,Telugu
2088,Nessuno come noi,,Volfango De Biasi,"Luca Bianchini (story), Volfango de Biasi, Tiziana Martini","Fulvio Lucisano, Federica Lucisano","Alessandro Preziosi, Sarah Felberbaum",Roberto Forza,Stefano Chierchiè,"October 18, 2018(Italy)",Italy,Italian
2089,The Nest,"The film premiered in July 2018 at the Fantasia International Film Festival, where it won the Barry Convex Award for Best Canadian Feature.[3]",David Paradis,"Bruno Maltais, David Paradis","Émilie André, David Paradis","Pierre-Luc Brillant, Isabelle Blais",Claude Rouleau,Jean-François Blanchet,"July 25, 2018(Fantasia)",Canada,French
2090,"Neuilly sa mère, sa mère!",UniFrance shows the English title Straight Outta Neuilly.[4],Gabriel Julien-Laferrière,"Djamel Bensalah, Marc de Chauveron, Isaac Sharry","Djamel Bensalah, Isaac Sharry","Denis Podalydès, Samy Seghir, Jérémy Denisty, Sophia Aram, Joséphine Japy",,"Jean-François Elie, Vincent Trisolini",8 August 2018,France,French
2091,Never Goin' Back,"Never Goin' Back is a 2018 American stoner comedy film written, directed, and edited by Augustine Frizzell. It stars Maia Mitchell and Camila Morrone as two best friends who stumble through a series of misadventures as they try to get away for a vacation to Galveston, Texas.",Augustine Frizzell,Augustine Frizzell,"Toby Halbrooks, James M. Johnston, Liz Cardenas","Maia Mitchell, Camila Morrone",Greta Zozula,"Courtney Ware, Augustine Frizzell","January 22, 2018(Sundance)",United States,English
2092,Never Look Away,"Never Look Away (German: Werk ohne Autor, lit. 'Work Without [an] Author') is a 2018 German epic coming-of-age romantic drama film written and directed by Florian Henckel von Donnersmarck. It was nominated for a Golden Lion at the 75th Venice International Film Festival[2][3] and for a Golden Globe for Best Foreign Language Film. It was nominated for two Academy Awards at the 91st Academy Awards, in the Best Foreign Language Film and Best Cinematography categories.[4] This was only the second time that a German-language film by a German director was nominated for an Oscar in multiple categories, the other film being Wolfgang Petersen's Das Boot 36 years earlier.",Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,"Florian Henckel von Donnersmarck, Jan Mojto, Quirin Berg, Max Wiedemann","Tom Schilling, Sebastian Koch, Paula Beer, Saskia Rosendahl, Oliver Masucci, Ina Weisse",Caleb Deschanel,Patricia Rommel,4 September 2018(Venice),Germany,"German, Russian"
2093,Never Not Love You,"The film was produced by Viva Films in collaboration with Project 8 Projects.[4] It was released in theaters nationwide on March 31, 2018.",Antoinette Jadaone,Antoinette Jadaone,Vic del Rosario Jr.,"James Reid, Nadine Lustre","Mycko David, Carlos Mauricio",Benjamin S. Tolentino,"March 31, 2018",Philippines,"Filipino, English"
2094,Neverending Past,"Neverending Past (Montenegrin: Između dana i noći) is a 2018 Montenegrin-Serbian anthology mystery drama film written and directed by Andro Martinovic. It was selected as the Montenegrin entry for the Best International Feature Film at the 92nd Academy Awards, but it was not nominated.[1][2]",Andro Martinovic,Andro Martinovic,"Ivan Djurovic, Andro Martinovic, Lazar Ristovski",Lazar Ristovski,Radoslav Vladic,Andrija Zafranovic,1 September 2018(Montreal),"Montenegro, Serbia",Serbian
2095,A New Leash on Life: The K9s for Warriors Story,"The film premiered in New York City on June 12, 2018 and a number of public screenings were subsequently held through the United States. A New Leash on Life: The K9 for Warriors Story was presented at the Suncoast Regional Emmy awards where it won Emmys for Direction, Editing, Photography and Documentary.[1]",,,,,,,,,
2096,New Money,"New Money is a 2018 Nigerian film written by Chinaza Onuzo, directed by Tope Oshin and produced by Inkblot Productions and FilmOne.[1] It tells the story of a salesgirl who dreams of becoming a fashion designer and subsequently receives an unexpected inheritance from her absentee father. Released in March 2018, it stars Jemima Osunde, Kate Henshaw, Blossom Chukwujekwu, Dakore Akande, Wale Ojo Osas Ighodaro and Falz d Bahd Guy.[2]",Tope Oshin,Chinaza 'Naz' Onuzo,"Kene Okwuosa, Zulumoke Onuekwusi, Chinaza 'Naz' Onuzo, Isioma Osaje","Jemima Osunde, Blossom Chukwujekwu, Dakore Akande, Wale Ojo, Kate Henshaw, Osas Ighodaro, Folarin Falana, Daniel Etim Effiong, Falz, Wofai Fada, Adeolu Adefarasin, Kalu Ikeagwu, Femi Branch, Bikiya Graham-Douglas, Rita Edwards, Yolanda Okereke","Idowu Adedapo, Pindem Lot",Victoria Akujobi,"March 23, 2018",Nigeria,English
2097,The New Romantic,"The film stars Jessica Barden as Blake Conway, a journalism student whose romance column receives attention when she begins to write about her experiences as a sugar baby. The film also stars Hayley Law, Brett Dier, Avan Jogia, Timm Sharp and Camila Mendes.",Carly Stone,Carly Stone,"Jonathan Bronfman, Jason Ross Jallet, Michael Risley, Kyle Mann","Jessica Barden, Hayley Law, Brett Dier, Avan Jogia, Timm Sharp, Camila Mendes",Mike McLaughlin,Christine Armstrong,"March 11, 2018(SXSW)",Canada,English
2098,New Town Utopia,"The poetic narrative of the film explores topics including: the flawed utopian ambition of post-war planning and design, social housing and the impact of Thatcher's right-to-buy policy; the neglect of creative and cultural facilities by national and local government; and the demonisation of working-class people by the British media.[3]",Christopher Ian Smith,,Christopher Ian Smith,"Jim Broadbent, Terry Bird, Vincent O'Connell",Christopher Ian Smith,"Neil Lenthall, Christopher Ian Smith",4 May 2018(United Kingdom),United Kingdom,
2099,Next Enti?,"Next Enti? (transl. What next?) is a 2018 Indian Telugu-language romantic comedy film directed by Kunal Kohli, making his Telugu debut. The film stars Tamannaah Bhatia, Sundeep Kishan, and Navdeep. It is based on Kohli's own Hindi film Hum Tum, which itself is based on When Harry Met Sally....[1][2] The music was composed by Leon James with cinematography by Manish Chandra Bhatt, and editing by Anil Kumar Bonthu. The film released on 7 December 2018. The film's title is based on a song from Nenu Local (2017).",Kunal Kohli,,"Sachiin Joshi, Raina Joshi, Akshai Puri","Tamannaah Bhatia, Sundeep Kishan, Navdeep",Maneesh Chandra Bhatt,Anil Kumar Bonthu,7 December 2018,India,Telugu
2100,Next Gen,"Next Gen is a 2018 animated science fiction action film based on the online manhua 7723 by Wang Nima, and written and directed by Kevin R. Adams and Joe Ksander based on a story by Wang. Starring the voices of Lo Mutuc[a], John Krasinski, Jason Sudeikis, Michael Peña, David Cross and Constance Wu, the film tells the story of a lonely rebellious teenage girl living in a world where sentient robot technology is commonplace, and a top-secret weaponized robot, who, through a chance encounter, meet each other and form an unlikely bond that they must use to stop a vicious threat. It was released on Netflix on September 7, 2018, and was produced almost exclusively using Blender.","Kevin R. Adams, Joe Ksander","Kevin R. Adams, Joe Ksander","Jeff Bell, Patricia Hicks, Charlene Logan Kelly, Yangbin Lu, John Morch, Ken Zorniak","Lo Mutuc, [, a, ], John Krasinski, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","Paul Kohut, Paul Stodolny",Matt Ahrens,"September 7, 2018(United States)","United States, Canada, China","English, Mandarin"
