,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
2022,Miracles from Heaven,"Miracles from Heaven is a 2016 American Christian drama film directed by Patricia Riggen and written by Randy Brown. It is based on the book of the same name by Christy Beam, which recounts the true story of her young daughter who had a near-death experience and was later cured of an incurable disease.[4] The film stars Jennifer Garner, Kylie Rogers, Martin Henderson, John Carroll Lynch, Eugenio Derbez, and Queen Latifah. The film was released on March 16, 2016, and grossed $74 million worldwide, while receiving mixed reviews.",Patricia Riggen,Randy Brown,"DeVon Franklin, T. D. Jakes, Joe Roth","Jennifer Garner, Martin Henderson, Kylie Rogers, Eugenio Derbez, Queen Latifah",Checco Varese,Emma E. Hickox,"February 21, 2016(Dallas)",United States,English
2023,Miruthan,"Miruthan (transl. Zombie) is a 2016 Indian Tamil-language action horror film[1] written and directed by Shakti Soundar Rajan, starring Ravi Mohan (credited as Jayam Ravi), Lakshmi Menon, Anikha Surendran and Kaali Venkat.[2] D. Imman composed the music, while Venkatesh S. handled the cinematography. Shot in Ooty and Coimbatore within 54 days, the film derives its title from a hybrid of two words, Mirugam meaning animal and Manithan meaning man.[3]",Shakti Soundar Rajan,Shakti Soundar Rajan,S. Michael Rayappan,"Ravi Mohan, Lakshmi Menon, Anikha Surendran",S. Venkatesh,K. J. Venkatramanan,19 February 2016,India,Tamil
2024,Mirzya,"Mirzya (transl. O Mirza) is a 2016 Indian romantic fantasy film directed by Rakeysh Omprakash Mehra. Produced by Cinestaan Film Company and Mehra under his ROM Pictures, it stars Harshvardhan Kapoor and Saiyami Kher in lead roles along with Anuj Choudhry, Om Puri, Art Malik, K. K. Raina, and Anjali Patil in supporting roles. The basic premise of the film is inspired by the Punjabi folklore of Mirza Sahiban.[5][6][7]",Rakeysh Omprakash Mehra,Gulzar,"Rohit Khattar, Rakeysh Omprakash Mehra, P. S. Bharathi, Rajiv Tandon","Harshvardhan Kapoor, Saiyami Kher, Anuj Choudhry, Art Malik, K. K. Raina, Om Puri, Anjali Patil",Pawel Dyllus,P. S. Bharathi,7 October 2016,India,Hindi
2025,Misbehavior,A love triangle among two female teachers and a male student.,Kim Tae-yong,Kim Tae-yong,"Kang Hye-jung, Kim Hyung-min, Jo Sung-min","Kim Ha-neul, Yoo In-young, Lee Won-keun",Kim Tae-soo,"Kim Jae-bum, Kim Sang-bum","November 6, 2016(HIFF)",South Korea,Korean
2026,Misconduct,"Misconduct is a 2016 American thriller film directed by Shintaro Shimosawa in his directorial debut and written by Simon Boyes and Adam Mason. The film stars Josh Duhamel, Alice Eve, Malin Åkerman, Byung-hun Lee, Julia Stiles and Glen Powell, with Al Pacino and Anthony Hopkins in supporting roles. The film was released in a limited release and through video on demand on February 5, 2016, by Lionsgate Premiere.[3]",Shintaro Shimosawa,"Adam Mason, Simon Boyes",Ellen Wander,"Josh Duhamel, Alice Eve, Malin Åkerman, Byung-hun Lee, Julia Stiles, Glen Powell, Al Pacino, Anthony Hopkins",Michael Fimognari,"Gregers Dohn, Henrik Kallberg","February 5, 2016(United States)",United States,English
2027,Miss Peregrine's Home for Peculiar Children,"Miss Peregrine's Home for Peculiar Children is a 2016 dark fantasy film[5] directed by Tim Burton and written by Jane Goldman, based on the 2011 novel by Ransom Riggs. The film stars Eva Green, Asa Butterfield, Chris O'Dowd, Allison Janney, Rupert Everett, Terence Stamp, Ella Purnell, Judi Dench, and Samuel L. Jackson.",Tim Burton,,"Peter Chernin, Jenno Topping","Eva Green, Asa Butterfield, Chris O'Dowd, Allison Janney, Rupert Everett, Terence Stamp, Ella Purnell, Judi Dench, Samuel L. Jackson",Bruno Delbonnel,Chris Lebenzon,"September 25, 2016(Fantastic Fest)","United Kingdom, United States, [, 2, ]",English
2028,Miss Sloane,"Miss Sloane is a 2016 American political thriller film directed by John Madden and written by Jonathan Perera. The film stars Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Alison Pill, Jake Lacy, John Lithgow, and Sam Waterston. The film follows Elizabeth Sloane, a fierce lobbyist, who fights in an attempt to pass gun control legislation.",John Madden,Jonathan Perera,"Ariel Zeitoun, Ben Browning, Kris Thykier","Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Alison Pill, Jake Lacy, John Lithgow, Sam Waterston",Sebastian Blenkov,Alexander Berner,"November 11, 2016(AFI Fest)","United States, France, Canada, United Kingdom",English
2029,Miss Stevens,"Miss Stevens is a 2016 American comedy-drama film directed by Julia Hart, in her feature directorial debut, from a screenplay by Hart and Jordan Horowitz. The film stars Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, and Rob Huebel. The plot follows a teacher who chaperones a small group of high school students to a weekend state drama competition.",Julia Hart,"Julia Hart, Jordan Horowitz","Michael B. Clark, Gary Gilbert, Jordan Horowitz, Alex Turtletaub","Lily Rabe, Timothée Chalamet, Lili Reinhart, Anthony Quintal, Oscar Nunez, Rob Huebel",Sebastian Wintero,"Lee Haugen, Amy McGrath","March 12, 2016(SXSW)",United States,English
2030,Missing,"Divorced Ji-sun struggles to juggle work, her 1-year-old daughter Da-eun, and the custody battle with her ex-husband Jang Jin-hyuk. After firing her old Chinese nanny for causing her child to be injured, she hired Han-Mae, a young Chinese woman who is the niece of her neighbour's nanny.",Lee Eon-hee,Hong Eun-mi,"Baek Hyun-ik, Kim Sung-woo","Uhm Ji-won, Gong Hyo-jin",Kim Sung-an,,"November 30, 2016",South Korea,"Korean, Mandarin"
2031,Missing on a Weekend,"Missing on a Weekend is an Indian investigating thriller film directed by Abhishek Jawkar and produced by Rajesh Patange, Sebastian Joseph and Abhishek Jawkar.",Abhishek Jawkar,Abhishek Jawkar,"Rajesh Patange, Sebastian Joseph, Abhishek Jawkar",,,Abhishek Jawkar,26 August 2016,India,Hindi
2032,Missing Victor Pellerin,"The cast consists principally of real figures in Montreal's arts scene playing fictionalized versions of themselves, including Eudore Belzile, Élisabeth Legrand, Anne Lebeau, Éric Devlin, Olga Korper, Julien Poulin, Alain Lacoursière, Mathieu Beauséjour, Sheila Ribeiro, Sylvain Bouthillette, Maria-Luisa Fernandes, Plastik Patrick and Jean-Frédéric Messier.[1]",Sophie Deraspe,"Sophie Deraspe, Denis Langlois","Luc Déry, Serge Noël, Douglas Bensadoun","Eudore Belzile, Élisabeth Legrand, Anne Lebeau, Éric Devlin",Sophie Deraspe,Sophie Deraspe,"October 18, 2016(FNC)",Canada,French
2033,Missing You,"When Hee-Joo (Shim Eun-Kyung) was 7-years-old her father was murdered. Her father worked as a detective and was working on a serial killer case. The killer, Ki-Bum (Kim Sung-Oh), was eventually arrested, but found guilty for only one murder. 15 years later, Ki-Bum is released from prison. Detective Dae-Young (Yoon Je-Moon) worked on the original case with Hee-Joo's father and he has not given up getting a murder conviction for his former partner. Meanwhile, Hee-Joo has waited patiently for Gi-beom's release.",Mo Hong-jin,,,,,,"March 10, 2016",South Korea,Korean
2034,Mission Milano,"Rogue terrorists steal the revolutionary invention, the Seed of God, for world domination. After Interpol agent Sir Sampan's underhanded tactics to recruit young billionaire Luo, the team rallies to rescue and retrieve their prized invention.",Wong Jing,Wong Jing,"Andy Lau, Wong Jing, Lee Ah-ping","Andy Lau, Huang Xiaoming, Shen Teng, Wong Cho-lam, Michelle Hu, Nana Ou-yang",,,"September 30, 2016(China)","China, Hong Kong",Mandarin
2035,Mission Mummy,"Mission Mummy (Gujarati: મિશન મમ્મી), is a 2016 Indian children and family drama film, written and directed by Ashish Kakkad and produced by Nigam Shah, Divyesh Mehta & Sugam Shah. It stars Aarti Patel, Raj Vazir, Satyam Sharma, Aashna Mehta & Saumya Shah in lead roles. This is the second film by Ashish Kakkad, after Better Half.[1] Mission Mummy is produced under the banner of Virtual Entertainment. It is also co-produced by Ashish Kakkad. The story of the film is based on a book by Dhiruben Patel. The screenplay and dialogues are written by Dipak Soliya and Ashish Kakkad. The film celebrates the idea of ""being Gujarati"" and hence poet and lyricist Tushar Shukla was approached for a song portraying the love for the mother tongue.",Ashish Kakkad,,"Nigam Shah, Divyesh Mehta, Sugam Shah","Aarti Patel, Raj Vazir, Satyam Sharma, Aashna Mehta, Saumya",Darshan Dave,"Anand Diwan, Deepak Gupta",9 December 2016,India,"Gujarati, English"
2036,Mission Tiger,Mission Tiger (2016) is an Indian adventure film directed by Dipu Karunakaran and jointly produced by Saju Fortune and Leegesh S.L.,Dipu Karunakaran,Dipu Karunakaran,"Saju Fortune, Leegesh S.L.","Vijay Raaz, T R Bijulal",Rajeev Vijay,Sobin K Soman,29 July 2016,India,Hindi
2037,,"Mr. Ability is a 2016 short Ugandan documentary film about Simon Peter Lubega, a crippled artisan in Kampala. It was directed by Joel Okuyo Atiku and won the International Category at the Focus on Ability Awards 2016 in Australia by the decision of the judges.[1] Mr. Ability was the Special Request Screening for the December 2016 UN Human Rights Day in Morocco. It also won the award for Best Documentary at Pearl (of Africa) International Film Festival (PIFF) in Kampala. The music score includes a Ugandan song with the same title performed by Radio & Weasel featuring Rabadaba. Mr. Ability is a 5-minute eye opener to those who think disability is inability.[2] It was nominated among the Top 10 Films[3] for the Discovery Channel's Don't Stop Wondering Africa Awards at the Jozi Film Festival in 2017.[4]",,,,,,,,,
2038,Mr & Mrs Unwanted,Mr & Mrs Unwanted is 2016 Indian Marathi Social Film starring Rajendra Shisatkar and Smita Gondkar. It is directed by Dinesh Anant and produced by Mitang Bhupendra Raval. The movie also got nominated in KIFF & NIFF where they grabbed 'Best Jury Mention Film' Award & Best Actress Award at KIFF and 'Best Social Film' Award at NIFF.,Dinesh Anant,,"Urvi Enterprises, Mitang Bhupendra Raval","Rajendra Shisatkar,, Smita Gondkar",,,23 September 2016,India,Marathi
2039,Mr. and Mrs. Sadachari,"Mr. and Mrs. Sadachari is a 2016 Indian Marathi language action romance film, directed by Ashish Wagh and produced by  Utpal Acharya and Ashish Wagh under the banner Indian Films Studio.[1] The film released on 19 February 2016 across Maharashtra.[2] It stars Vaibbhav Tatwawdi and Prarthana Behere in lead roles.[3] The hit pair is brought together again after Coffee Ani Barach Kahi.[4] The movie is an official remake of the Kannada Blockbuster film Mr. and Mrs. Ramachari.[5]",Ashish Wagh,"Pravin Tarde, Uma Kulkarni","Utpal Acharya, Ashish Wagh","Vaibbhav Tatwawdi, Prarthana Behere",Balajee Rangha,Mayur Hardas,19 February 2016,India,Marathi
2040,Mr. Church,"Mr. Church is a 2016 American drama film directed by Bruce Beresford and written by Susan McMartin. The film stars Eddie Murphy as the title character with Britt Robertson, Xavier Samuel, Lucy Fry, Christian Madsen and Natascha McElhone also starring. The movie is based on the short story ""The Cook Who Came to Live with Us"" written by McMartin and based on her life. The film centers around a cook who becomes a caretaker and father figure to three generations of women over the years. This was Murphy's first film role in four years.",Bruce Beresford,Susan McMartin,"Lee Nelson, David Buelow, Courtney Solomon, Mark Canton","Eddie Murphy, Britt Robertson, Xavier Samuel, Lucy Fry, Christian Madsen, Natascha McElhone",Sharone Meir,David Beatty,"April 22, 2016(Tribeca Film Festival)",United States,English
2041,Mr. Donkey,"Mr. Donkey is a 2016 Chinese comedy-drama film directed by Zhou Shen and Liu Lu and starring Ren Suxi, Da Li, Liu Shuailiang, Pei Kuishan, Ke Runa, Han Yanbo, Bu Guanjin and Wang Kun.[2] It was released in China by Tianjin Maoyan Media and Huaxia Film Distribution on 28 October 2016.[1]","Zhou Shen, Liu Lu",,,"Ren Suxi, Da Li, Liu Shuailiang, Pei Kuishan, Ke Runa, Han Yanbo, Bu Guanjin, Wang Kun",,,28 October 2016,China,Mandarin
2042,Mr. High Heels,"Mr. High Heels (Chinese: 高跟鞋先生) is a 2016 Chinese romance comedy film directed by Lu Ke.[2] It was released on 14 February 2016, in China by Le Vision Pictures.[1]",Lu Ke,Kim yeon hwa (Korea),,,,,14 February 2016,China,Mandarin
2043,Mr. Mommaga,"Mr. Mommaga (transl. Mr. Grandson) is a 2016 Indian Kannada-language drama film directed by N. Ragavan and starring Rangayana Raghu, Ravi Gowda and Oviya. A remake of director's own Tamil film Manjapai (2014), it was released on 28 May 2016.[1][2]",N. Ragavan,"N. Ragavan, Malavalli Saikrishna (dialogues)","Ragu Gowda, Ravi Gowda","Rangayana Raghu, Ravi Gowda, Oviya",Raasamathi,,28 May 2016,India,Kannada
2044,Mr. Nian,The film grossed CN¥34.5 million in China.[1],Zhang Yang,,,,,,"February 8, 2016",China,Mandarin
2045,Mr. No Problem,,Mei Feng,,,"Fan Wei, Yin Tao, Zhang Chao, Shi Yihong",,,2016(Tokyo International Film Festival),China,Chinese
2046,Mr. Pig,"The film premiered at the 2016 Sundance Film Festival on January 26, 2016.[1][2]",Diego Luna,"Diego Luna, Augusto Mendoza","Pablo Cruz, Diego Luna","Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray",Damian Garcia,Douglas Crise,"January 26, 2016(Sundance Film Festival)",Mexico,English
2047,Mister Universo,Mister Universo is a 2016 Austrian-Italian drama film directed by Tizza Covi and Rainer Frimmel.[1] It was screened in the Contemporary World Cinema section at the 2016 Toronto International Film Festival.[2] It was also screened at the 2016 Locarno Festival[3] and the 2016 Vienna International Film Festival where it won an award.,"Tizza Covi, Rainer Frimmel",Tizza Covi,,Tairo Caroli,,,6 August 2016(Locarno),"Austria, Italy",Italian
2048,Mr. Zaritsky on TV,"The film premiered at the 2016 Whistler Film Festival,[2] where it received an honorable mention from the Best Documentary Award jury.[3] It was subsequently broadcast on the Documentary Channel in January 2017.[1]","Jennifer Di Cresce, Michael Savoie",Jennifer Di Cresce,"Jennifer Di Cresce, Michael Savoie",John Zaritsky,Michael Savoie,Deborah Palloway,December 2016(Whistler),Canada,English
2049,Mithila Makhaan,"Mithila Makhaan is a Maithili language film directed by Nitin Chandra that stars Anurita Jha, Kranti Prakash Jha and Pankaj Jha.[1]",Nitin Chandra,Nitin Chandra,"Samir Kumar, Nitu Chandra, Nitin Chandra","Kranti Prakash Jha, Anuritta Jha, Pankaj Jha, Arun Kumar Jha","Justin J. Chambers, Sanjay Khanzode",,2016(IFFSA),,
2050,Mixed Match,This article related to a Canadian documentary film made from 2010 through 2019 is a stub. You can help Wikipedia by adding missing information.,Jeff Chiba Stearns,Jeff Chiba Stearns,"Ruth Vincent, Jeff Chiba Stearns",,Jeff Chiba Stearns,Jeff Chiba Stearns,October 2016(Vancouver International Film Festival),Canada,English
