,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
491,Minotaur,"The film will have its world premiere at the main competition of the 2026 Cannes Film Festival in May 2026, where it was nominated for the Palme d'Or.[1] It will be theatrically released in France by Les Films du Losange on 14 October.[2]",Andrey Zvyagintsev,"Simon Lyashenko, Andrey Zvyagintsev","Charles Gillibert, Nathanaël Karmitz, Marco Perego","Iris Lebedeva, Dmitriy Mazurov, Varvara Shmykova, Juris Zagars, Anatoliy Beliy",Mikhail Krichman,,May 2026(Cannes),"France, Latvia, Germany",Russian
492,Mirzapur,"Mirzapur: The Movie is an upcoming Indian Hindi-language action crime thriller directed by Gurmeet Singh and written by Puneet Krishna. Produced by Ritesh Sidhwani and Farhan Akhtar under Excel Entertainment, the film has an ensemble cast including Pankaj Tripathi, Ali Fazal, Divyenndu, Jitendra Kumar, Ravi Kishan, Abhishek Banerjee, Rasika Dugal, Shweta Tripathi, Shriya Pilgaonkar, Harshita Gaur, Sushant Singh, Mohit Malik, Sheeba Chaddha, Rajesh Tailang, Kulbhushan Kharbanda, Anjum Sharma, Sonal Chauhan, Pramod Pathak, Anangsha Biswas. It is based on the streaming television series Mirzapur (2018).",Gurmeet Singh,Puneet Krishna,"Ritesh Sidhwani, Farhan Akhtar",see below,Sanjay Kapoor,,4 September 2026,India,Hindi
493,The Misconceived,"The Misconceived is a 2026 American 3D animated black comedy film written, produced, and directed by James N. Kienitz Wilkins.",James N. Kienitz Wilkins,"James N. Kienitz Wilkins, Robin Schavoir","James N. Kienitz Wilkins, Emily Davis, Joey Frank","Jesse Wakeman, Jess Barbagallo, John Magary, Callie Hernandez",,,"January 31, 2026(IFFR)",United States,English
494,Moana,"Moana is an upcoming American musical adventure film It is a live-action adaptation of Disney Animation's 2016 film, and the third installment in the Moana franchise. The film was directed by Thomas Kail in his feature directorial debut from a screenplay by Jared Bush and Dana Ledoux Miller, and produced by Dwayne Johnson, Hiram and Dany Garcia, Beau Flynn, and songwriter Lin-Manuel Miranda. It stars Johnson (reprising his role as Maui from the animated films) and Catherine Laga'aia in her film debut as the title character.",Thomas Kail,,"Dwayne Johnson, Dany Garcia, Hiram Garcia, Beau Flynn, Lin-Manuel Miranda","Dwayne Johnson, Catherine Laga'aia",Óscar Faura,Melanie Oliver,"July 10, 2026",United States,English
495,Mobile Suit Gundam: Hathaway's Flash,"Mobile Suit Gundam: Hathaway's Flash (Japanese: 機動戦士ガンダム 閃光のハサウェイ, Hepburn: Kidō Senshi Gandamu Senkō no Hasauei), also known as Mobile Suit Gundam: Hathaway, is a trilogy of Japanese novels written by Yoshiyuki Tomino and published by Kadokawa Shoten under the Kadokawa Sneaker Bunko imprint from February 1989 to April 1990, totaling three volumes.[1] Part of the Gundam media franchise and set in the Universal Century timeline, it follows Hathaway Noa, who assumes the alias Mafty Navue Erin and leads an anti–Earth Federation movement.",,,,,,,,,
496,Bharathanatyam 2 Mohiniyattam,"Bharathanatyam 2 Mohiniyattam is a 2026 Indian Malayalam-language dark comedy thriller film directed by Krishnadas Murali and co-written by Murali and Vishnu R. Pradeep. A sequel to Bharathanatyam (2024), it was produced by Thomas Thiruvalla Films and Saiju Kurup Entertainments. The film stars Saiju Kurup, Suraj Venjaramoodu, Jagadish, Vinay Forrt, Baby Jean, Kalaranjini, and Sreeja Ravi.[2] The film continues the story of Sasidharan Nair and his extended family.",Krishnadas Murali,"Krishnadas Murali, Vishnu R. Pradeep","Lini Mariam David, Anupama B. Nambiar","Saiju Kurup, Suraj Venjaramoodu, Jagadish, Vinay Forrt, Baby Jean, Kalaranjini, Sreeja Ravi",Bablu Aju,Shafeeque V. B.,10 April 2026,India,Malayalam
497,The Moment,"The Moment is a 2026 mockumentary film directed by Aidan Zamiri, who co-wrote it with Bertie Brandes from an original idea by Charli XCX. The film stars XCX, Rosanna Arquette, Kate Berlant, Jamie Demetriou, Hailey Benton Gates, Isaac Powell, and Alexander Skarsgård.",Aidan Zamiri,"Aidan Zamiri, Bertie Brandes","Charli XCX, David Hinojosa","Charli XCX, Rosanna Arquette, Kate Berlant, Jamie Demetriou, Hailey Benton Gates, Isaac Powell, Alexander Skarsgård",Sean Price Williams,"Bill Sneddon, Neal Farmer","January 23, 2026(Sundance)","United Kingdom, [, 3, ], United States, [, 3, ]",English
498,Mon Maaney Na,"Mon Maaney Na (Bengali pronunciation: [mɔn mane na]; transl. Heart doesn't accept) is a 2026 Indian Bengali-language musical romantic drama film written and directed by Rahoul Mukherjiee. It stars Ritwik Bhowmik, Hiya Chatterjee and Soumya Mukherjee in the lead roles, alongside Sweta Mishra, Kharaj Mukherjee and Sudipa Basu in supporting roles. This film marks the Bengali film debut of Ritwik Bhowmik[1] and film debut of Hiya Chatterjee[2]. The music and the lyrics have been penned by Nilayan Chatterjee, marking the third collaboration between the director and the music director.",Rahool Mukherjee,,,"Ritwik Bhowmik, Hiya Chatterjee, Soumya Mukherjee, Sweta Mishra, Kharaj Mukherjee",Modhura Palit,Amit Ray,13 February 2026,India,Bengali
499,Monitor,"Monitor is a 2026 American horror film written and directed by Matt Black and Ryan Polly. It stars Brittany O'Grady, Taz Skylar, Viveik Kalra, Ines Høysæter Asserson, Gunner Willis, Sara Alexander, and Camila Bejarano Wahlgren.","Matt Black, Ryan Polly","Matt Black, Ryan Polly","Marty Bowen, Wyck Godfrey, Isaac Klausner, John Fischer, Adrián Guerra","Brittany O'Grady, Taz Skylar, Viveik Kalra, Ines Høysæter Asserson, Gunner Willis, Sara Alexander, Camila Bejarano Wahlgren",Philip Lozano,Guillermo de la Cal,"March 12, 2026(SXSW)",United States,English
500,Moonglow,Moonglow is a 2026 neo-noir romantic thriller film directed by Isabel Sandoval starring herself and Arjo Atayde. It is scheduled to have its world premiere in the Big Screen competition in February 2026 at the International Film Festival Rotterdam.[3][4][2][5],Isabel Sandoval,Isabel Sandoval,"Alemberg Ang, Ria Atayde, Isabel Sandoval, Tan Si En, Takahiro Yamashita","Isabel Sandoval, Arjo Atayde, Janina Lorelei, Jhoanna San Juan",Isaac Banks,"Daniel Garber, Isabel Sandoval",4 February 2026(IFFR)1,"Philippines, Taiwan, Japan",Filipino
501,Mortal Kombat II,"Mortal Kombat II is an upcoming American martial arts fantasy film that is a sequel to Mortal Kombat (2021), the fourth installment in the Mortal Kombat film series, both based on the video game series Mortal Kombat. It is directed by Simon McQuoid and written by Jeremy Slater. It stars returning cast members Jessica McNamee, Josh Lawson, Ludi Lin, Mehcad Brooks, Lewis Tan, Damon Herriman (in a different role), Chin Han, Tadanobu Asano, Joe Taslim, and Hiroyuki Sanada, with Karl Urban, Adeline Rudolph, and Tati Gabrielle joining the cast.",Simon McQuoid,Jeremy Slater,"Todd Garner, James Wan, Toby Emmerich, E. Bennett Walsh, Simon McQuoid","Karl Urban, Adeline Rudolph, Jessica McNamee, Josh Lawson, Ludi Lin, Mehcad Brooks, Tati Gabrielle, Lewis Tan, Damon Herriman, Chin Han, Tadanobu Asano, Joe Taslim, Hiroyuki Sanada",Stephen F. Windon,Stuart Levy,"May 8, 2026",United States,English
502,The Mortuary Assistant,,Jeremiah Kipp,"Tracee Beebe, Brian Clarke","Patrick Ewald, Cole Payn","Willa Holland, Paul Sparks",Kevin Duggin,Don Money,"February 13, 2026",United States,English
503,Moses the Black,"Moses the Black is a 2026 American crime drama film written and directed by Yelena Popovic and starring Omar Epps, Wiz Khalifa, Quavo and Chukwudi Iwuji. It follows the journey of a leader of a gang who questions his lifestyle when he starts having visions of Saint Moses the Black, who was also once a gang leader.",Yelena Popovic,Yelena Popovic,"Alexandros Potter, Yelena Popovic","Omar Epps, Wiz Khalifa, Quavo, Chukwudi Iwuji",Panagiotis Vasilakis,Dimitris Tzetzas,"January 30, 2026",United States,English
504,The Mosquito Bowl,"The Mosquito Bowl is an upcoming American sports drama film directed by Peter Berg and produced by Film 44 and Imagine Entertainment for Netflix. It is based on the Buzz Bissinger book The Mosquito Bowl: A Game of Life and Death in World War II, which is about the Mosquito Bowl game played during World War II. The film will star Nicholas Galitzine, Bill Skarsgård, Ray Nicholson, and Tom Francis in the leading roles.",Peter Berg,,"Peter Berg, Brian Grazer, Alex Gayner","Nicholas Galitzine, Bill Skarsgård, Ray Nicholson, Tom Francis","Jacques Jouffret, [, 1, ]",,,United States,English
505,A Mosquito in the Ear,"It had its world premiere at the 41st Santa Barbara International Film Festival on February 4, 2026.",Nicola Rinciari,,"Emily Dillard, Darren Dean, Ali Rizvi, Frank Hall Green, Stephen Stanley, Jomon Thomas, Sunitha Ram, Laurens C Postma","Jake Lacy, Nazanin Boniadi, Ruhi Pal",Kai Dickson,Devon Solwold,"February 4, 2026(Santa Barbara)","United States, India","English, Hindi"
506,Mother Mary,"Mother Mary is a 2026 psychological drama-thriller film written and directed by David Lowery. It stars Anne Hathaway, Michaela Coel, Hunter Schafer, FKA Twigs, Atheena Frizzell, Kaia Gerber, Jessica Brown Findlay, Isaura Barbé-Brown, Sian Clifford, and Alba Baptista.",David Lowery,David Lowery,"Toby Halbrooks, Jeanie Igoe, James M. Johnston, David Lowery, Jonas Katzenstein, Maximilian Leo, Jonathan Saubach","Anne Hathaway, Michaela Coel, Hunter Schafer, FKA Twigs, Atheena Frizzell, Kaia Gerber, Jessica Brown Findlay, Isaura Barbé-Brown, Sian Clifford, Alba Baptista","Andrew Droz Palermo, Rina Yang",David Lowery,"April 17, 2026","United States, Germany",English
507,Mother's Pride,"Mother's Pride is a 2026 comedy-drama film directed by Nick Moorcroft. The film stars Martin Clunes, James Buckley, Jonno Davies, Mark Addy and Gabriella Wilde.",Nick Moorcroft,,James Spring,"Jonno Davies, Martin Clunes, James Buckley",Toby Moore,Johnny Dalkes,6 March 2026,United Kingdom,English
508,Motherwitch,Motherwitch (Greek: Δωδεκάμερον) is a 2026 gothic folk horror fantasy film directed by Minos Papas and co-written by Evripidis Dikaios and Nikolas Kouroumtzis.,Minos Papas,"Evripidis Dikaios, Nikolas Kouroumtzis, Minos Papas","Constantinos Nikiforou, Minos Papas, Darko Popov","Margarita Zachariou, Miltos Yerolemou, Danae Katsameni, Jason Hughes, Athos Antoniou, Sifis Katsoulakis, Marina Makris",Jack McDonald,Smaro Papaevangelou,"February 3, 2026(IFFR)","Cyprus, North Macedonia, United States","Greek, French, English"
509,Moulin,"Moulin (French: Jean Moulin) is an upcoming French historical drama war biopic directed by László Nemes, in his French language debut, and written by Olivier Demangel.[1][2] It follows Jean Moulin (Gilles Lellouche), a French Resistance member during the Nazi occupation of France.",László Nemes,Olivier Demangel,Alain Goldman,"Gilles Lellouche, Lars Eidinger, Félix Lefebvre, Marcin Czarnik, Christian Harting",Mátyás Erdély,Péter Politzer,May 2026(Cannes),France,"French, German"
510,Mouse,"Mouse is a 2026 American coming-of-age drama film directed by Kelly O'Sullivan and Alex Thompson, and written by O'Sullivan. It stars Sophie Okonedo, Katherine Mallen Kupferer, Chloe Coleman, Tara Mallen, Iman Vellani, and David Hyde Pierce.","Kelly O'Sullivan, Alex Thompson",Kelly O'Sullivan,"Chelsea Krant, Pierce Cravens, Alex Thompson, Abigail Rose Solomon, Bonnie Comley, Stewart F. Lane, Steven A. Jones, Ian Keiser, Alex Wilson","Sophie Okonedo, Katherine Mallen Kupferer, Chloe Coleman, Tara Mallen, Iman Vellani, David Hyde Pierce","Nate Hurtsellers, Luke Dyra",Mike S. Smith,"February 13, 2026(Berlinale)",United States,English
511,A Mouthful of Ash,"Ashes[1] or A Mouthful of Ash (Spanish: Ceniza en la boca) is an upcoming drama film directed by Diego Luna based on the novel by Brenda Navarro. A Mexican-Spanish co-production, its cast is led by Anna Díaz and Adriana Paz.",Diego Luna,,"Inna Payán, Valérie Delpierre, Diego Rabasa, Luis Salinas, Diego Luna",,Damián García,,May 2026(Cannes),"Mexico, Spain",Spanish
512,Moynar Char,"Moynar Char is a 2026 Bangladeshi drama feature film screenplay and directed by Mostafizur Rahman Babu and story and dialogue by Chatku Ahmed and the film's music track composed by Sahabuddin Mojumdar.[1] Produced by Bangladesh Government and co-produced Sumon Parvez under the banner of Sami Banichitra.[2] The film stars Mamnun Hasan Emon and Shusmi Rahman in the lead role alongside Shiba Shanu, Danny Raj, Azam Khan, Polash Luho, Mahmudul Hasan, Mishkat Mahmud and others in the supporting role.[3]",Mostafizur Rahman Babu,,"Bangladesh Government, Sumon Parvez","Mamnun Hasan Emon, Shusmi Rahman, Shiba Shanu, Danny Raj",SS Azhar,Akramul Haque,30 January 2026,Bangladesh,Bengali
513,Mr. Irrelevant: The John Tuggle Story,"The film is scheduled to be released on December 25, 2026 by Paramount Pictures.",Jonathan Levine,Nick Santora,"Jonathan Levine, Gillian Bohrer, Nick Santora","David Corenswet, Isabel May, Michael Shannon, David Krumholtz",,,"December 25, 2026",United States,English
514,Mr. X,,Manu Anand,Manu Anand,"S. Lakshman Kumar, Vineet Jain","Arya, Gautham Ram Karthik, R. Sarathkumar, Manju Warrier",Arul Vincent,Prasanna GK,17 April 2026,India,Tamil
515,Mrithyunjay,"It received mixed reviews and emerged as a commercial failure at the box office, grossing over only ₹9.30 crore worldwide.[2]",Sri Hussain Sha Kiran,Sri Hussain Sha Kiran,"Sandeep Gunnam, Vinay Chilakapati","Sree Vishnu, Reba Monica John",Vidya Sagar Chinta,A. Sreekar Prasad,6 March 2026,India,Telugu
516,"Mum, I'm Alien Pregnant","Mum, I'm Alien Pregnant is a 2026 New Zealand comedy horror film written and directed by New Zealand duo THUNDERLIPS and produced by Alix Whittaker, Morgan Leigh Stewart, and Ilai Amar.[1][2] The film stars Hannah Lynch, Yvette Parsons, Arlo Green, and Jackie van Beek.[1] It had its world premiere in the Midnight section of the 2026 Sundance Film Festival.[1][3]",THUNDERLIPS,THUNDERLIPS,"Alix Whittaker, Morgan Leigh Stewart, Ilai Amar","Hannah Lynch, Yvette Parsons, Arlo Green, Jackie van Beek",,,"January 23, 2026(Sundance Film Festival)",New Zealand,English
517,Lee Cronin's The Mummy,"Lee Cronin's The Mummy is a 2026 American supernatural horror film written and directed by Lee Cronin. A reimagining of The Mummy franchise,[5][6][7][8] the film stars Jack Reynor, Laia Costa, May Calamawy, Natalie Grace, and Verónica Falcón. The film follows a family who is reunited with their long-missing, mummified daughter and realizes something is wrong with her. James Wan and Jason Blum produce the film through their respective production banners, Atomic Monster and Blumhouse Productions, alongside Wicked/Good.",Lee Cronin,Lee Cronin,"James Wan, Jason Blum, John Keville","Jack Reynor, Laia Costa, May Calamawy, Natalie Grace, Verónica Falcón",Dave Garbett,Bryan Shaw,"April 9, 2026(American Legion Post 43)",United States,English
518,The Musical,"The Musical is a 2026 American comedy film directed by Giselle Bonilla in her feature directorial debut. The screenplay is written by Alexander Heller. The film stars Will Brill, Gillian Jacobs, and Rob Lowe (who also produces the film).",Giselle Bonilla,Alexander Heller,"Rob Lowe, Greg Lauritano, Alexander Heller, Findlay Brown, Jordan Backhus","Will Brill, Gillian Jacobs, Rob Lowe",Tu Do,"Chris Chandler, Devin Dulany","January 25, 2026(Sundance Film Festival)",United States,English
519,Mustafa Mustafa,"Mustafa Mustafa is a 2026 Indian Tamil-language buddy comedy film directed by Praveen Saravanan in his debut. The film stars Sathish, Suresh Ravi, Monica Chinnakotla and Maanasa Choudhary. It was released on 6 March 2026.[2]",Praveen Saravanan,,Pradeep Mahadevan,"Sathish, Suresh Ravi, Monica Chinnakotla, Maanasa Choudhary",K. S. Vishnushri,Dinesh Ponraj,6 March 2026,India,Tamil
